ticket_id,customer_id,created_datetime,assigned_datetime,resolved_datetime,region,team,agent_id,shift,priority,issue_type,channel,sla_hours,first_response_hours,resolution_hours,sla_breach (Yes/No),breach_hours,escalated,reopened,status,backlog_flag,root_cause,bottleneck_stage,customer_satisfaction_score
T0123,C1105,29-01-2025 16:43,29-01-2025 18:28,30-01-2025 12:20,North,Escalations,A105,Afternoon,Low,Account Update,Chat,48,1.76,19.62,No,0,Yes,No,Closed,No,Incomplete Customer Information,Customer Response,5
T0124,C1126,14-03-2025 08:39,14-03-2025 10:04,15-03-2025 01:53,South,Account Ops,A110,Morning,High,Subscription Change,Phone,8,1.43,17.24,Yes,9.24,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0125,C1302,18-03-2025 17:46,18-03-2025 20:08,19-03-2025 15:16,West,Technical Ops,A106,Afternoon,Medium,Account Update,Email,24,2.38,21.5,No,0,No,No,Resolved,No,No Major Delay,None,5
T0126,C1014,02-01-2025 13:59,02-01-2025 17:26,03-01-2025 12:05,South,Escalations,A105,Morning,Medium,Order Delay,Phone,24,3.46,22.11,No,0,Yes,No,Resolved,No,Technical Dependency,Escalation,5
T0127,C1649,24-02-2025 14:05,24-02-2025 15:47,24-02-2025 22:17,North,L1 Support,A133,Afternoon,High,Login/Access,Portal,8,1.71,8.21,Yes,0.21,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0128,C1842,15-01-2025 15:39,15-01-2025 16:58,19-01-2025 11:04,North,Technical Ops,A106,Afternoon,Low,Data Correction,Email,48,1.33,91.43,Yes,43.43,No,No,Resolved,No,Incorrect Routing,Routing,3
T0129,C1261,24-02-2025 12:33,24-02-2025 14:44,25-02-2025 04:02,South,Account Ops,A102,Morning,Medium,Payment Failure,Chat,24,2.19,15.49,No,0,No,No,Resolved,No,No Major Delay,None,5
T0130,C1689,02-03-2025 13:24,02-03-2025 17:18,06-03-2025 08:32,North,Escalations,A101,Morning,Low,Subscription Change,Email,48,3.9,91.14,Yes,43.14,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0131,C1791,09-02-2025 13:05,09-02-2025 14:29,10-02-2025 16:50,Central,Escalations,A119,Morning,Low,Payment Failure,Portal,48,1.4,27.75,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0132,C1728,14-02-2025 08:21,14-02-2025 10:54,,Central,Account Ops,A102,Morning,Low,Order Delay,Chat,48,2.55,,,,No,No,Pending,Yes,Agent Capacity Constraint,Resolution,
T0133,C1278,06-03-2025 10:40,06-03-2025 11:04,06-03-2025 20:52,South,Technical Ops,A106,Morning,High,Login/Access,Chat,8,0.41,10.2,Yes,2.2,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0134,C1721,22-02-2025 09:34,22-02-2025 11:55,22-02-2025 15:55,South,Billing Ops,A129,Morning,High,Subscription Change,Chat,8,2.36,6.35,No,0,No,No,Resolved,No,No Major Delay,None,5
T0135,C1843,03-02-2025 10:01,03-02-2025 12:36,05-02-2025 05:44,East,Technical Ops,A104,Morning,Medium,Login/Access,Email,24,2.59,43.72,Yes,19.72,No,Yes,Resolved,No,Delayed Assignment,Assignment,3
T0136,C1699,24-03-2025 15:51,24-03-2025 18:34,25-03-2025 16:42,North,Technical Ops,A105,Afternoon,Medium,Data Correction,Phone,24,2.73,24.86,Yes,0.86,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0137,C1821,20-03-2025 11:41,20-03-2025 13:02,21-03-2025 16:49,South,Billing Ops,A103,Morning,Medium,Account Update,Email,24,1.35,29.14,Yes,5.14,Yes,No,Resolved,No,Approval Dependency,Approval,3
T0138,C1102,06-03-2025 13:24,06-03-2025 13:40,,West,L1 Support,A123,Morning,Medium,Login/Access,Chat,24,0.27,,,,Yes,No,Pending,Yes,Technical Dependency,Escalation,
T0139,C1192,13-04-2025 14:22,13-04-2025 17:20,14-04-2025 09:32,Central,Account Ops,A115,Afternoon,High,Refund Request,Chat,8,2.98,19.18,Yes,11.18,Yes,No,Resolved,No,High Complexity,Diagnosis,4
T0140,C1600,03-01-2025 16:30,03-01-2025 19:57,04-01-2025 08:20,West,L1 Support,A115,Afternoon,Low,Order Delay,Phone,48,3.46,15.84,No,0,No,No,Resolved,No,No Major Delay,None,5
T0141,C1710,13-02-2025 12:20,13-02-2025 12:58,,North,Billing Ops,A126,Morning,Medium,Payment Failure,Chat,24,0.64,,,,No,No,Pending,Yes,No Major Delay,None,
T0142,C1763,04-04-2025 08:44,04-04-2025 10:21,08-04-2025 05:48,East,Technical Ops,A119,Morning,Low,Technical Bug,Email,48,1.62,93.08,Yes,45.08,No,No,Resolved,No,Technical Dependency,Escalation,4
T0143,C1423,03-02-2025 11:15,03-02-2025 12:01,03-02-2025 14:57,East,L1 Support,A122,Morning,Critical,Account Update,Email,4,0.77,3.71,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0144,C1346,10-01-2025 08:18,10-01-2025 09:13,,Central,Account Ops,A115,Morning,Medium,Account Update,Phone,24,0.93,,,,Yes,No,Pending,Yes,No Major Delay,None,
T0145,C1089,13-01-2025 13:13,13-01-2025 14:34,15-01-2025 23:32,West,L1 Support,A128,Morning,Medium,Technical Bug,Chat,24,1.35,58.33,Yes,34.33,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0146,C1269,02-03-2025 09:19,02-03-2025 10:50,02-03-2025 20:53,Central,Technical Ops,A119,Morning,High,Data Correction,Phone,8,1.52,11.58,Yes,3.58,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0147,C1487,22-02-2025 17:14,22-02-2025 19:47,23-02-2025 11:51,East,Billing Ops,A123,Afternoon,Medium,Refund Request,Phone,24,2.55,18.63,No,0,No,No,Closed,No,No Major Delay,None,5
T0148,C1744,07-04-2025 15:11,07-04-2025 15:51,08-04-2025 08:47,North,Account Ops,A110,Afternoon,High,Account Update,Phone,8,0.67,17.61,Yes,9.61,Yes,No,Resolved,No,Delayed Assignment,Assignment,2
T0149,C1798,21-03-2025 17:33,21-03-2025 18:11,22-03-2025 01:38,West,Technical Ops,A101,Afternoon,Low,Login/Access,Phone,48,0.64,8.09,No,0,No,No,Resolved,No,High Complexity,Diagnosis,5
T0150,C1763,02-03-2025 08:11,02-03-2025 08:47,02-03-2025 13:27,Central,Billing Ops,A132,Morning,High,Refund Request,Chat,8,0.6,5.28,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0151,C1452,29-03-2025 09:55,29-03-2025 10:57,30-03-2025 01:44,East,Billing Ops,A132,Morning,Medium,Refund Request,Email,24,1.04,15.83,No,0,No,No,Resolved,No,No Major Delay,None,5
T0152,C1517,01-04-2025 16:25,01-04-2025 21:15,02-04-2025 21:58,West,Escalations,A111,Afternoon,High,Order Delay,Chat,8,4.84,29.55,Yes,21.55,Yes,No,Closed,No,High Complexity,Diagnosis,2
T0153,C1693,14-02-2025 13:10,14-02-2025 14:05,16-02-2025 04:04,North,Billing Ops,A131,Morning,Medium,Subscription Change,Email,24,0.92,38.9,Yes,14.9,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0154,C1309,18-03-2025 08:14,18-03-2025 10:41,18-03-2025 23:45,Central,Technical Ops,A109,Morning,High,Data Correction,Email,8,2.45,15.53,Yes,7.53,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0155,C1697,14-01-2025 15:04,14-01-2025 17:11,16-01-2025 16:53,West,Escalations,A119,Afternoon,Medium,Order Delay,Phone,24,2.12,49.82,Yes,25.82,Yes,No,Resolved,No,Delayed Assignment,Assignment,2
T0156,C1860,15-03-2025 11:21,15-03-2025 12:10,15-03-2025 16:31,West,Technical Ops,A103,Morning,High,Login/Access,Portal,8,0.82,5.17,No,0,No,No,Closed,No,No Major Delay,None,5
T0157,C1481,26-04-2025 13:41,26-04-2025 14:52,27-04-2025 10:08,East,L1 Support,A112,Morning,Medium,Technical Bug,Email,24,1.19,20.45,No,0,No,No,Closed,No,No Major Delay,None,5
T0158,C1181,22-02-2025 08:55,22-02-2025 09:17,22-02-2025 20:40,Central,Technical Ops,A125,Morning,Critical,Data Correction,Portal,4,0.38,11.76,Yes,7.76,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0159,C1014,08-04-2025 09:08,08-04-2025 11:06,08-04-2025 14:52,West,L1 Support,A111,Morning,High,Login/Access,Email,8,1.97,5.74,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0160,C1350,14-01-2025 14:32,14-01-2025 15:21,,Central,L1 Support,A123,Afternoon,Low,Order Delay,Email,48,0.83,,,,No,No,Pending,Yes,No Major Delay,None,
T0161,C1608,17-01-2025 11:46,17-01-2025 13:47,18-01-2025 03:57,South,Technical Ops,A115,Morning,Low,Technical Bug,Email,48,2.02,16.19,No,0,No,No,Resolved,No,No Major Delay,None,5
T0162,C1523,20-01-2025 11:44,20-01-2025 12:00,21-01-2025 08:08,North,Technical Ops,A117,Morning,Low,Data Correction,Email,48,0.28,20.41,No,0,No,No,Closed,No,No Major Delay,None,5
T0163,C1091,26-01-2025 13:45,26-01-2025 14:24,27-01-2025 01:49,North,Technical Ops,A117,Morning,Medium,Login/Access,Chat,24,0.65,12.08,No,0,No,No,Resolved,No,No Major Delay,None,5
T0164,C1911,24-03-2025 11:29,24-03-2025 12:46,27-03-2025 18:17,West,L1 Support,A107,Morning,Low,Order Delay,Email,48,1.29,78.81,Yes,30.81,No,No,Closed,No,High Complexity,Diagnosis,4
T0165,C1743,13-02-2025 10:07,13-02-2025 11:59,13-02-2025 19:24,South,L1 Support,A106,Morning,Critical,Order Delay,Email,4,1.88,9.29,Yes,5.29,No,No,Resolved,No,High Complexity,Diagnosis,4
T0166,C1889,18-02-2025 13:39,18-02-2025 15:01,19-02-2025 05:11,South,Account Ops,A129,Morning,Critical,Subscription Change,Email,4,1.38,15.54,Yes,11.54,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0167,C1503,04-04-2025 11:30,04-04-2025 14:51,06-04-2025 22:43,Central,Escalations,A107,Morning,Medium,Order Delay,Chat,24,3.36,59.23,Yes,35.23,Yes,No,Resolved,No,High Complexity,Diagnosis,4
T0168,C1810,26-02-2025 17:28,26-02-2025 19:04,27-02-2025 04:21,East,Billing Ops,A116,Afternoon,High,Refund Request,Email,8,1.6,10.89,Yes,2.89,Yes,No,Closed,No,Delayed Assignment,Assignment,3
T0169,C1382,15-04-2025 11:54,15-04-2025 15:24,17-04-2025 18:55,East,Escalations,A124,Morning,Medium,Technical Bug,Chat,24,3.51,55.02,Yes,31.02,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,2
T0170,C1461,30-04-2025 14:13,30-04-2025 16:36,01-05-2025 08:28,South,Technical Ops,A113,Afternoon,Medium,Login/Access,Phone,24,2.39,18.26,No,0,No,No,Closed,No,No Major Delay,None,5
T0171,C1623,03-03-2025 16:49,03-03-2025 17:31,05-03-2025 04:37,Central,L1 Support,A128,Afternoon,Medium,Technical Bug,Email,24,0.7,35.8,Yes,11.8,No,No,Resolved,No,Technical Dependency,Escalation,4
T0172,C1710,19-03-2025 16:19,19-03-2025 19:53,22-03-2025 23:56,East,Escalations,A109,Afternoon,Low,Order Delay,Phone,48,3.58,79.62,Yes,31.62,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0173,C1803,19-04-2025 14:51,19-04-2025 16:36,20-04-2025 07:01,East,Escalations,A135,Afternoon,Medium,Order Delay,Phone,24,1.76,16.17,No,0,Yes,No,Resolved,No,Incorrect Routing,Routing,5
T0174,C1761,13-03-2025 14:15,13-03-2025 16:40,14-03-2025 11:32,North,Account Ops,A115,Afternoon,High,Order Delay,Phone,8,2.43,21.29,Yes,13.29,No,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0175,C1866,26-01-2025 11:18,26-01-2025 14:15,27-01-2025 02:16,West,L1 Support,A135,Morning,High,Data Correction,Chat,8,2.95,14.98,Yes,6.98,Yes,Yes,Resolved,No,Agent Capacity Constraint,Resolution,3
T0176,C1413,15-03-2025 16:22,15-03-2025 18:32,15-03-2025 22:51,South,Billing Ops,A120,Afternoon,High,Refund Request,Email,8,2.18,6.49,No,0,No,No,Resolved,No,No Major Delay,None,5
T0177,C1815,13-03-2025 08:07,13-03-2025 09:03,13-03-2025 12:08,South,Billing Ops,A134,Morning,Critical,Payment Failure,Chat,4,0.94,4.03,Yes,0.03,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0178,C1007,07-03-2025 15:31,07-03-2025 18:54,08-03-2025 03:55,Central,Account Ops,A124,Afternoon,Low,Account Update,Chat,48,3.39,12.4,No,0,No,No,Resolved,No,No Major Delay,None,5
T0179,C1461,10-01-2025 10:01,10-01-2025 11:08,11-01-2025 19:19,South,Billing Ops,A128,Morning,Medium,Payment Failure,Chat,24,1.13,33.3,Yes,9.3,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0180,C1676,16-03-2025 08:44,16-03-2025 09:56,17-03-2025 10:21,North,L1 Support,A105,Morning,Medium,Account Update,Phone,24,1.2,25.62,Yes,1.62,No,No,Resolved,No,Approval Dependency,Approval,4
T0181,C1743,24-04-2025 13:00,24-04-2025 14:08,24-04-2025 17:18,South,Billing Ops,A110,Morning,Critical,Payment Failure,Email,4,1.14,4.31,Yes,0.31,No,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0182,C1365,24-01-2025 17:54,24-01-2025 20:12,,Central,Account Ops,A117,Afternoon,High,Account Update,Email,8,2.3,,,,Yes,No,Pending,Yes,Agent Capacity Constraint,Resolution,
T0183,C1339,26-03-2025 12:44,26-03-2025 14:30,27-03-2025 06:57,North,Technical Ops,A129,Morning,High,Data Correction,Email,8,1.78,18.23,Yes,10.23,Yes,No,Resolved,No,Technical Dependency,Escalation,4
T0184,C1217,20-04-2025 10:57,20-04-2025 12:07,22-04-2025 21:05,East,Technical Ops,A106,Morning,Low,Technical Bug,Chat,48,1.17,58.14,Yes,10.14,No,Yes,Closed,No,Incomplete Customer Information,Customer Response,3
T0185,C1526,17-03-2025 12:08,17-03-2025 14:10,18-03-2025 12:38,Central,Technical Ops,A115,Morning,Low,Technical Bug,Chat,48,2.04,24.5,No,0,No,No,Resolved,No,No Major Delay,None,5
T0186,C1040,06-01-2025 11:48,06-01-2025 12:10,06-01-2025 20:39,Central,Account Ops,A131,Morning,High,Payment Failure,Portal,8,0.38,8.86,Yes,0.86,No,No,Closed,No,Technical Dependency,Escalation,4
T0187,C1498,18-02-2025 13:37,18-02-2025 16:47,19-02-2025 13:35,Central,Account Ops,A112,Morning,Low,Refund Request,Chat,48,3.17,23.98,No,0,No,No,Closed,No,No Major Delay,None,5
T0188,C1490,28-01-2025 10:11,28-01-2025 12:32,29-01-2025 20:17,North,Billing Ops,A133,Morning,Low,Subscription Change,Phone,48,2.36,34.1,No,0,No,No,Resolved,No,High Complexity,Diagnosis,5
T0189,C1677,06-01-2025 17:09,06-01-2025 18:04,06-01-2025 20:51,West,Account Ops,A109,Afternoon,High,Payment Failure,Email,8,0.92,3.71,No,0,No,No,Resolved,No,Delayed Assignment,Assignment,5
T0190,C1387,12-04-2025 17:52,12-04-2025 20:17,13-04-2025 16:53,South,Billing Ops,A127,Afternoon,Low,Subscription Change,Phone,48,2.43,23.02,No,0,No,No,Resolved,No,No Major Delay,None,5
T0191,C1793,26-04-2025 17:38,26-04-2025 20:01,27-04-2025 08:15,South,L1 Support,A107,Afternoon,Medium,Login/Access,Phone,24,2.39,14.63,No,0,Yes,No,Closed,No,No Major Delay,None,5
T0192,C1931,13-04-2025 15:50,13-04-2025 17:00,14-04-2025 14:23,West,Account Ops,A128,Afternoon,Medium,Account Update,Phone,24,1.18,22.56,No,0,No,No,Closed,No,No Major Delay,None,5
T0193,C1696,18-02-2025 11:44,18-02-2025 13:24,20-02-2025 02:45,Central,Account Ops,A108,Morning,Low,Refund Request,Phone,48,1.68,39.03,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0194,C1346,09-02-2025 17:22,09-02-2025 18:40,10-02-2025 19:29,Central,Account Ops,A131,Afternoon,Medium,Payment Failure,Chat,24,1.31,26.12,Yes,2.12,No,No,Resolved,No,Delayed Assignment,Assignment,3
T0195,C1611,18-03-2025 14:05,18-03-2025 15:06,18-03-2025 22:20,North,L1 Support,A110,Afternoon,Low,Technical Bug,Email,48,1.03,8.25,No,0,No,No,Resolved,No,No Major Delay,None,5
T0196,C1205,05-01-2025 17:32,05-01-2025 18:05,06-01-2025 03:00,South,Account Ops,A134,Afternoon,Critical,Order Delay,Chat,4,0.55,9.47,Yes,5.47,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0197,C1832,15-04-2025 12:14,15-04-2025 12:58,16-04-2025 15:52,North,Account Ops,A123,Morning,Medium,Order Delay,Portal,24,0.74,27.64,Yes,3.64,Yes,Yes,Closed,No,Agent Capacity Constraint,Resolution,2
T0198,C1978,25-04-2025 17:55,25-04-2025 18:34,25-04-2025 23:02,West,Account Ops,A130,Afternoon,Low,Refund Request,Portal,48,0.66,5.12,No,0,No,No,Resolved,No,No Major Delay,None,5
T0199,C1856,15-02-2025 11:57,15-02-2025 12:39,17-02-2025 16:13,East,Technical Ops,A112,Morning,Medium,Technical Bug,Email,24,0.71,52.28,Yes,28.28,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,4
T0200,C1286,19-04-2025 15:23,19-04-2025 16:57,20-04-2025 11:54,North,Account Ops,A135,Afternoon,Medium,Payment Failure,Email,24,1.58,20.53,No,0,No,No,Closed,No,No Major Delay,None,5
T0201,C1482,20-02-2025 10:29,20-02-2025 12:38,22-02-2025 19:43,South,Account Ops,A103,Morning,Medium,Order Delay,Email,24,2.16,57.24,Yes,33.24,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,2
T0202,C1200,05-02-2025 15:11,05-02-2025 18:51,06-02-2025 21:50,South,Technical Ops,A124,Afternoon,Low,Account Update,Phone,48,3.68,30.65,No,0,No,No,Closed,No,No Major Delay,None,5
T0203,C1266,10-02-2025 15:19,10-02-2025 17:55,11-02-2025 00:38,South,Billing Ops,A134,Afternoon,High,Subscription Change,Phone,8,2.6,9.32,Yes,1.32,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0204,C1627,25-03-2025 16:11,25-03-2025 18:20,27-03-2025 09:54,East,Escalations,A113,Afternoon,Medium,Technical Bug,Email,24,2.15,41.73,Yes,17.73,Yes,No,Resolved,No,Incorrect Routing,Routing,3
T0205,C1717,19-03-2025 14:17,19-03-2025 16:40,21-03-2025 13:21,North,L1 Support,A119,Afternoon,Medium,Order Delay,Email,24,2.39,47.07,Yes,23.07,Yes,No,Closed,No,Delayed Assignment,Assignment,3
T0206,C1134,09-03-2025 09:06,09-03-2025 09:43,09-03-2025 22:59,West,Billing Ops,A102,Morning,Medium,Payment Failure,Email,24,0.63,13.89,No,0,No,No,Resolved,No,No Major Delay,None,5
T0207,C1654,11-03-2025 12:35,11-03-2025 17:23,12-03-2025 04:01,North,Escalations,A130,Morning,Medium,Payment Failure,Chat,24,4.81,15.44,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0208,C1784,08-02-2025 08:00,08-02-2025 10:19,08-02-2025 17:06,West,Billing Ops,A127,Morning,Medium,Subscription Change,Phone,24,2.32,9.1,No,0,No,No,Resolved,No,No Major Delay,None,5
T0209,C1544,21-01-2025 14:53,21-01-2025 15:49,23-01-2025 05:02,South,Billing Ops,A128,Afternoon,Medium,Refund Request,Chat,24,0.94,38.15,Yes,14.15,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0210,C1430,21-03-2025 15:12,21-03-2025 19:01,23-03-2025 23:37,North,Escalations,A129,Afternoon,Low,Account Update,Email,48,3.83,56.43,Yes,8.43,Yes,Yes,Resolved,No,Delayed Assignment,Assignment,2
T0211,C1034,10-04-2025 14:04,10-04-2025 14:46,11-04-2025 14:37,East,L1 Support,A110,Afternoon,High,Order Delay,Phone,8,0.71,24.56,Yes,16.56,No,No,Resolved,No,Incorrect Routing,Routing,4
T0212,C1015,21-01-2025 08:47,21-01-2025 10:26,21-01-2025 23:24,North,L1 Support,A120,Morning,High,Order Delay,Phone,8,1.66,14.63,Yes,6.63,No,No,Resolved,No,Delayed Assignment,Assignment,3
T0213,C1660,20-01-2025 13:49,20-01-2025 14:27,20-01-2025 16:51,North,Account Ops,A131,Morning,High,Refund Request,Phone,8,0.64,3.04,No,0,No,No,Resolved,No,No Major Delay,None,5
T0214,C1556,26-02-2025 11:01,26-02-2025 12:13,26-02-2025 23:59,North,L1 Support,A123,Morning,High,Technical Bug,Email,8,1.2,12.98,Yes,4.98,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0215,C1838,07-02-2025 12:34,07-02-2025 12:46,,East,L1 Support,A134,Morning,High,Order Delay,Chat,8,0.2,,,,No,No,Pending,Yes,High Complexity,Diagnosis,
T0216,C1050,08-03-2025 09:02,08-03-2025 09:35,09-03-2025 22:30,West,Technical Ops,A121,Morning,Medium,Technical Bug,Chat,24,0.56,37.47,Yes,13.47,No,No,Resolved,No,Technical Dependency,Escalation,3
T0217,C1236,23-03-2025 08:23,23-03-2025 12:32,24-03-2025 22:04,North,Escalations,A106,Morning,Medium,Technical Bug,Email,24,4.16,37.69,Yes,13.69,Yes,Yes,Resolved,No,Agent Capacity Constraint,Resolution,2
T0218,C1453,09-04-2025 17:22,09-04-2025 19:32,,Central,Account Ops,A127,Afternoon,Medium,Payment Failure,Chat,24,2.17,,,,No,No,Pending,Yes,Incomplete Customer Information,Customer Response,
T0219,C1743,11-02-2025 17:15,11-02-2025 18:15,13-02-2025 00:07,Central,Billing Ops,A128,Afternoon,Low,Subscription Change,Portal,48,1,30.87,No,0,No,No,Resolved,No,No Major Delay,None,5
T0220,C1596,10-02-2025 08:49,10-02-2025 10:12,10-02-2025 19:14,North,Billing Ops,A115,Morning,Critical,Refund Request,Phone,4,1.39,10.43,Yes,6.43,Yes,Yes,Resolved,No,Agent Capacity Constraint,Resolution,2
T0221,C1836,23-01-2025 15:52,23-01-2025 18:02,24-01-2025 03:17,East,Account Ops,A121,Afternoon,High,Refund Request,Email,8,2.17,11.43,Yes,3.43,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0222,C1227,09-03-2025 08:20,09-03-2025 10:27,09-03-2025 23:53,North,Escalations,A125,Morning,Medium,Subscription Change,Chat,24,2.12,15.56,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0223,C1331,21-02-2025 16:27,21-02-2025 17:46,22-02-2025 18:44,South,Escalations,A126,Afternoon,Medium,Order Delay,Email,24,1.33,26.29,Yes,2.29,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,3
T0224,C1248,04-01-2025 12:10,04-01-2025 14:05,07-01-2025 09:29,North,Technical Ops,A123,Morning,Medium,Technical Bug,Chat,24,1.93,69.33,Yes,45.33,Yes,No,Resolved,No,High Complexity,Diagnosis,4
T0225,C1679,27-01-2025 16:13,27-01-2025 18:17,28-01-2025 09:07,East,Billing Ops,A131,Afternoon,Low,Subscription Change,Email,48,2.08,16.91,No,0,Yes,No,Resolved,No,Delayed Assignment,Assignment,5
T0226,C1389,02-01-2025 09:24,02-01-2025 11:27,03-01-2025 05:09,North,Billing Ops,A130,Morning,Medium,Refund Request,Email,24,2.06,19.76,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0227,C1640,13-03-2025 08:02,13-03-2025 09:42,14-03-2025 16:31,East,L1 Support,A133,Morning,Medium,Order Delay,Phone,24,1.68,32.49,Yes,8.49,Yes,No,Closed,No,Agent Capacity Constraint,Resolution,2
T0228,C1337,20-02-2025 10:05,20-02-2025 11:44,20-02-2025 22:05,North,Billing Ops,A110,Morning,High,Account Update,Portal,8,1.66,12.01,Yes,4.01,No,No,Closed,No,Technical Dependency,Escalation,4
T0229,C1121,26-04-2025 16:58,26-04-2025 22:24,27-04-2025 10:29,South,Escalations,A120,Afternoon,Medium,Payment Failure,Phone,24,5.44,17.53,No,0,Yes,No,Closed,No,No Major Delay,None,4
T0230,C1367,30-04-2025 12:09,30-04-2025 12:39,30-04-2025 23:33,South,Account Ops,A120,Morning,High,Order Delay,Chat,8,0.5,11.41,Yes,3.41,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0231,C1977,18-01-2025 10:12,18-01-2025 11:04,18-01-2025 23:38,South,L1 Support,A125,Morning,Critical,Order Delay,Phone,4,0.87,13.44,Yes,9.44,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0232,C1846,16-04-2025 14:46,16-04-2025 17:09,18-04-2025 04:56,West,L1 Support,A103,Afternoon,Low,Order Delay,Chat,48,2.39,38.17,No,0,No,No,Resolved,No,No Major Delay,None,5
T0233,C1661,07-01-2025 11:18,07-01-2025 17:12,08-01-2025 12:42,South,Escalations,A134,Morning,Low,Order Delay,Phone,48,5.9,25.41,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0234,C1116,04-01-2025 10:29,04-01-2025 12:41,05-01-2025 02:02,North,L1 Support,A127,Morning,Medium,Order Delay,Email,24,2.2,15.56,No,0,No,No,Resolved,No,No Major Delay,None,5
T0235,C1456,18-02-2025 08:49,18-02-2025 09:57,20-02-2025 00:55,North,L1 Support,A111,Morning,Medium,Data Correction,Phone,24,1.14,40.1,Yes,16.1,No,Yes,Closed,No,Agent Capacity Constraint,Resolution,2
T0236,C1570,11-03-2025 08:38,11-03-2025 09:30,11-03-2025 19:34,South,Billing Ops,A132,Morning,High,Payment Failure,Portal,8,0.87,10.94,Yes,2.94,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,2
